"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"RELIANCE","EQ","29-Aug-2023","2,443.75","2,452.05","2,453.45","2,408.15","2,422.00","2,420.35","2,425.23","84,38,322","20,46,48,39,388.10","3,19,838","49,78,720","59.00"
"RELIANCE","EQ","30-Aug-2023","2,420.35","2,432.00","2,443.00","2,415.00","2,419.40","2,418.05","2,426.59","60,84,473","14,76,45,44,103.55","2,20,096","35,22,177","57.89"
"RELIANCE","EQ","31-Aug-2023","2,418.05","2,423.00","2,425.00","2,399.90","2,408.00","2,407.00","2,410.24","1,08,19,300","26,07,70,96,813.90","2,63,614","71,36,660","65.96"
"RELIANCE","EQ","01-Sep-2023","2,407.00","2,406.55","2,425.65","2,401.65","2,411.40","2,412.65","2,413.40","90,56,421","21,85,67,99,694.25","2,85,753","25,15,754","27.78"
"RELIANCE","EQ","04-Sep-2023","2,412.65","2,412.65","2,423.65","2,405.30","2,411.05","2,410.70","2,413.56","46,73,813","11,28,05,12,429.60","1,67,154","30,08,596","64.37"
"RELIANCE","EQ","05-Sep-2023","2,410.70","2,420.00","2,433.95","2,412.45","2,426.00","2,423.60","2,423.22","43,37,938","10,51,17,62,468.35","1,60,296","23,71,462","54.67"
"RELIANCE","EQ","06-Sep-2023","2,423.60","2,421.10","2,436.15","2,417.25","2,426.35","2,428.70","2,427.46","41,00,185","9,95,30,29,723.50","1,68,907","24,93,776","60.82"
"RELIANCE","EQ","07-Sep-2023","2,428.70","2,421.70","2,438.25","2,411.00","2,431.00","2,432.00","2,424.86","68,26,286","16,55,27,69,825.75","1,76,371","23,66,188","34.66"
"RELIANCE","EQ","08-Sep-2023","2,432.00","2,440.00","2,456.00","2,422.95","2,451.00","2,448.20","2,435.83","1,15,54,644","28,14,51,73,638.30","2,03,161","49,39,162","42.75"
"RELIANCE","EQ","11-Sep-2023","2,448.20","2,452.00","2,476.85","2,452.00","2,473.05","2,474.60","2,468.87","66,35,537","16,38,22,49,910.10","2,16,515","45,78,581","69.00"
"RELIANCE","EQ","12-Sep-2023","2,474.60","2,483.00","2,483.00","2,435.95","2,437.00","2,438.85","2,451.73","81,27,833","19,92,72,45,602.50","2,30,277","51,95,321","63.92"
"RELIANCE","EQ","13-Sep-2023","2,438.85","2,440.00","2,462.65","2,426.25","2,450.10","2,451.05","2,451.78","64,01,669","15,69,54,91,695.65","1,53,034","43,55,322","68.03"
"RELIANCE","EQ","14-Sep-2023","2,451.05","2,460.00","2,465.80","2,445.00","2,456.00","2,453.30","2,454.20","46,04,818","11,30,11,41,212.65","2,59,706","16,47,002","35.77"
"RELIANCE","EQ","15-Sep-2023","2,453.30","2,468.00","2,468.00","2,449.50","2,452.50","2,457.85","2,458.32","1,27,34,296","31,30,49,96,690.80","1,72,228","64,08,116","50.32"
"RELIANCE","EQ","18-Sep-2023","2,457.85","2,440.05","2,451.00","2,432.05","2,434.00","2,436.45","2,442.35","37,58,150","9,17,87,15,239.40","1,35,713","26,12,554","69.52"
"RELIANCE","EQ","20-Sep-2023","2,436.45","2,423.05","2,427.60","2,355.00","2,380.65","2,382.15","2,377.79","2,85,40,942","67,86,44,89,357.80","3,50,883","2,25,44,832","78.99"
"RELIANCE","EQ","21-Sep-2023","2,382.15","2,374.95","2,390.10","2,360.00","2,365.00","2,364.80","2,370.70","61,13,091","14,49,22,94,094.80","2,92,445","29,46,892","48.21"
"RELIANCE","EQ","22-Sep-2023","2,364.80","2,376.00","2,382.45","2,350.00","2,356.50","2,354.95","2,363.47","95,88,393","22,66,18,97,562.05","3,02,933","41,57,657","43.36"
"RELIANCE","EQ","25-Sep-2023","2,354.95","2,350.40","2,360.70","2,335.10","2,339.50","2,340.45","2,343.52","71,27,442","16,70,32,85,186.15","2,66,745","50,16,282","70.38"
"RELIANCE","EQ","26-Sep-2023","2,340.45","2,338.55","2,350.20","2,335.60","2,340.00","2,342.50","2,342.35","50,43,891","11,81,45,81,030.50","1,68,749","34,32,787","68.06"
"RELIANCE","EQ","27-Sep-2023","2,342.50","2,343.50","2,371.80","2,338.50","2,371.00","2,368.90","2,355.73","58,61,389","13,80,78,21,671.35","2,33,089","37,63,425","64.21"
"RELIANCE","EQ","28-Sep-2023","2,368.90","2,383.00","2,383.00","2,325.00","2,339.00","2,334.10","2,352.03","72,59,173","17,07,38,06,729.35","2,83,992","40,08,145","55.21"
"RELIANCE","EQ","29-Sep-2023","2,334.10","2,341.80","2,369.10","2,334.10","2,342.05","2,345.00","2,350.92","61,71,007","14,50,75,25,911.60","1,78,898","26,43,270","42.83"
"RELIANCE","EQ","03-Oct-2023","2,345.00","2,329.95","2,335.60","2,316.00","2,318.40","2,318.15","2,322.04","44,29,528","10,28,55,26,678.70","1,92,207","28,68,867","64.77"
"RELIANCE","EQ","04-Oct-2023","2,318.15","2,309.00","2,319.00","2,295.10","2,314.10","2,314.15","2,304.24","51,43,193","11,85,11,41,943.50","2,61,511","33,55,575","65.24"
"RELIANCE","EQ","05-Oct-2023","2,314.15","2,319.25","2,329.40","2,309.00","2,312.90","2,314.10","2,317.43","54,76,841","12,69,21,81,391.50","2,20,239","25,61,741","46.77"
"RELIANCE","EQ","06-Oct-2023","2,314.10","2,317.05","2,324.80","2,312.05","2,317.65","2,318.00","2,318.80","27,15,513","6,29,67,30,156.55","1,65,579","14,27,644","52.57"
"RELIANCE","EQ","09-Oct-2023","2,318.00","2,308.10","2,311.95","2,295.00","2,295.15","2,298.25","2,302.95","37,88,439","8,72,45,97,410.05","2,15,473","25,77,507","68.04"
"RELIANCE","EQ","10-Oct-2023","2,298.25","2,306.55","2,317.90","2,303.75","2,310.30","2,308.40","2,309.03","51,18,016","11,81,76,66,201.85","2,40,623","39,55,663","77.29"
"RELIANCE","EQ","11-Oct-2023","2,308.40","2,314.45","2,349.70","2,313.00","2,345.75","2,345.05","2,333.86","49,07,059","11,45,23,67,310.50","1,99,005","30,96,183","63.10"
"RELIANCE","EQ","12-Oct-2023","2,345.05","2,343.85","2,359.35","2,338.15","2,347.35","2,349.40","2,350.76","62,77,225","14,75,62,75,104.15","2,31,306","37,27,893","59.39"
"RELIANCE","EQ","13-Oct-2023","2,349.40","2,340.00","2,357.50","2,329.15","2,344.95","2,349.30","2,344.56","50,75,158","11,89,89,99,931.90","1,96,532","26,18,430","51.59"
"RELIANCE","EQ","16-Oct-2023","2,349.30","2,345.00","2,354.55","2,336.00","2,345.80","2,344.05","2,346.59","29,64,518","6,95,65,22,674.05","1,74,031","17,62,828","59.46"
"RELIANCE","EQ","17-Oct-2023","2,344.05","2,356.00","2,359.70","2,341.30","2,356.20","2,355.25","2,350.51","39,64,090","9,31,76,49,591.75","1,32,520","26,78,581","67.57"
"RELIANCE","EQ","18-Oct-2023","2,355.25","2,355.25","2,367.00","2,321.00","2,321.40","2,324.00","2,341.91","44,59,160","10,44,29,44,805.70","1,97,131","25,39,983","56.96"
"RELIANCE","EQ","19-Oct-2023","2,324.00","2,312.00","2,321.80","2,301.00","2,304.65","2,306.15","2,310.08","60,16,278","13,89,81,02,710.85","3,06,999","34,93,259","58.06"
"RELIANCE","EQ","20-Oct-2023","2,306.15","2,300.00","2,314.70","2,296.30","2,296.60","2,299.10","2,302.59","44,56,656","10,26,18,59,218.60","2,36,801","29,28,079","65.70"
"RELIANCE","EQ","23-Oct-2023","2,299.10","2,290.00","2,306.25","2,255.25","2,262.90","2,263.20","2,283.24","39,26,981","8,96,62,23,109.05","2,29,519","24,80,829","63.17"
"RELIANCE","EQ","25-Oct-2023","2,263.20","2,250.05","2,281.20","2,243.00","2,256.00","2,257.95","2,261.49","58,10,344","13,14,00,35,999.60","2,76,253","32,42,064","55.80"
"RELIANCE","EQ","26-Oct-2023","2,257.95","2,251.00","2,258.00","2,220.30","2,223.00","2,226.50","2,232.86","76,11,267","16,99,49,10,102.90","3,49,499","50,01,208","65.71"
"RELIANCE","EQ","27-Oct-2023","2,226.50","2,240.00","2,273.50","2,235.95","2,266.15","2,265.80","2,262.35","58,85,542","13,31,51,43,153.75","2,47,495","36,69,399","62.35"
"RELIANCE","EQ","30-Oct-2023","2,265.80","2,274.00","2,325.00","2,269.95","2,309.00","2,312.50","2,310.35","84,06,652","19,42,22,70,423.05","3,52,375","49,26,931","58.61"
"RELIANCE","EQ","31-Oct-2023","2,312.50","2,328.00","2,328.00","2,282.90","2,289.00","2,287.90","2,302.76","64,04,219","14,74,73,54,996.70","2,85,198","42,44,985","66.28"
"RELIANCE","EQ","01-Nov-2023","2,287.90","2,289.15","2,317.50","2,275.20","2,294.70","2,297.40","2,301.86","51,54,595","11,86,51,33,915.60","1,72,384","29,99,329","58.19"
