"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"HDFCBANK","EQ","29-Jul-2024","1,618.15","1,615.00","1,631.85","1,598.30","1,605.00","1,605.05","1,611.97","2,55,00,574","41,10,61,52,746.35","4,72,326","1,24,91,496","48.99"
"HDFCBANK","EQ","30-Jul-2024","1,605.05","1,602.00","1,634.75","1,599.00","1,614.20","1,615.55","1,615.74","2,72,97,917","44,10,64,24,811.40","4,55,812","1,08,36,941","39.70"
"HDFCBANK","EQ","31-Jul-2024","1,615.55","1,614.00","1,627.90","1,609.20","1,617.95","1,615.75","1,617.31","1,89,10,242","30,58,38,06,061.70","3,34,519","99,52,915","52.63"
"HDFCBANK","EQ","01-Aug-2024","1,615.75","1,622.90","1,650.05","1,617.95","1,647.65","1,638.80","1,632.59","1,31,07,587","21,39,93,47,523.90","2,87,915","86,08,562","65.68"
"HDFCBANK","EQ","02-Aug-2024","1,638.80","1,631.00","1,670.50","1,631.00","1,658.05","1,659.15","1,658.62","2,20,59,619","36,58,86,23,126.10","4,57,935","1,23,83,195","56.14"
"HDFCBANK","EQ","05-Aug-2024","1,659.15","1,640.10","1,646.00","1,601.00","1,616.05","1,615.75","1,622.77","2,06,66,817","33,53,74,31,288.70","4,64,696","1,21,12,310","58.61"
"HDFCBANK","EQ","06-Aug-2024","1,615.75","1,630.00","1,632.95","1,593.30","1,602.70","1,601.20","1,608.02","2,25,58,025","36,27,38,37,922.85","3,88,854","1,45,45,393","64.48"
"HDFCBANK","EQ","07-Aug-2024","1,601.20","1,617.00","1,630.00","1,602.20","1,628.50","1,623.50","1,617.23","2,11,73,132","34,24,18,47,264.50","3,37,720","1,20,68,956","57.00"
"HDFCBANK","EQ","08-Aug-2024","1,623.50","1,624.00","1,653.30","1,619.25","1,640.20","1,642.70","1,638.73","1,69,88,475","27,83,95,62,575.60","3,27,468","94,72,859","55.76"
"HDFCBANK","EQ","09-Aug-2024","1,642.70","1,652.00","1,662.55","1,645.80","1,650.00","1,650.20","1,655.58","1,33,22,309","22,05,61,57,155.50","2,91,916","92,26,887","69.26"
"HDFCBANK","EQ","12-Aug-2024","1,650.20","1,652.00","1,675.95","1,647.35","1,660.00","1,660.10","1,664.63","1,96,58,098","32,72,35,06,965.00","3,63,538","1,26,28,587","64.24"
"HDFCBANK","EQ","13-Aug-2024","1,660.10","1,628.00","1,632.40","1,601.15","1,605.90","1,603.20","1,613.32","2,70,27,521","43,60,41,63,966.10","6,01,558","1,51,22,063","55.95"
"HDFCBANK","EQ","14-Aug-2024","1,603.20","1,606.50","1,613.70","1,603.20","1,607.80","1,607.80","1,607.97","1,61,67,214","25,99,64,12,110.40","2,59,067","84,19,023","52.07"
"HDFCBANK","EQ","16-Aug-2024","1,607.80","1,628.50","1,634.15","1,611.00","1,631.50","1,632.10","1,624.71","1,39,24,623","22,62,34,79,529.55","3,02,506","76,29,703","54.79"
"HDFCBANK","EQ","19-Aug-2024","1,632.10","1,637.65","1,637.65","1,623.70","1,632.75","1,631.55","1,628.46","97,51,082","15,87,92,78,800.80","1,66,314","53,71,807","55.09"
"HDFCBANK","EQ","20-Aug-2024","1,631.55","1,627.45","1,646.00","1,627.45","1,634.00","1,637.70","1,639.14","1,55,67,247","25,51,69,52,644.85","2,40,802","71,59,684","45.99"
"HDFCBANK","EQ","21-Aug-2024","1,637.70","1,628.10","1,634.55","1,617.80","1,628.00","1,625.80","1,624.85","2,38,15,452","38,69,65,27,016.25","3,23,415","1,46,02,427","61.31"
"HDFCBANK","EQ","22-Aug-2024","1,625.80","1,632.00","1,638.30","1,628.00","1,628.95","1,631.30","1,632.58","1,06,50,319","17,38,75,21,802.75","2,72,441","69,04,642","64.83"
"HDFCBANK","EQ","23-Aug-2024","1,631.30","1,634.00","1,634.00","1,623.00","1,625.20","1,625.05","1,627.63","1,01,66,711","16,54,76,68,751.15","2,12,238","72,12,100","70.94"
"HDFCBANK","EQ","26-Aug-2024","1,625.05","1,632.20","1,647.95","1,632.20","1,640.00","1,639.95","1,642.31","1,11,82,133","18,36,44,86,559.55","2,75,112","78,46,052","70.17"
"HDFCBANK","EQ","27-Aug-2024","1,639.95","1,643.40","1,647.40","1,632.20","1,634.45","1,637.75","1,639.59","1,78,86,622","29,32,67,92,469.00","2,92,507","1,10,20,707","61.61"
"HDFCBANK","EQ","28-Aug-2024","1,637.75","1,637.75","1,639.75","1,630.20","1,635.95","1,637.10","1,636.29","1,34,60,594","22,02,53,91,586.45","2,75,424","85,41,633","63.46"
"HDFCBANK","EQ","29-Aug-2024","1,637.10","1,642.00","1,644.40","1,631.15","1,639.95","1,638.55","1,637.56","2,45,26,302","40,16,32,06,501.15","4,32,962","1,87,60,652","76.49"
"HDFCBANK","EQ","30-Aug-2024","1,638.55","1,656.00","1,662.00","1,621.15","1,625.75","1,636.90","1,638.34","22,26,71,050","3,64,81,13,05,104.20","5,64,643","15,43,80,134","69.33"
"HDFCBANK","EQ","02-Sep-2024","1,636.90","1,646.80","1,646.80","1,623.20","1,626.00","1,626.95","1,631.94","1,70,24,840","27,78,34,83,803.95","3,75,245","1,20,18,518","70.59"
"HDFCBANK","EQ","03-Sep-2024","1,626.95","1,634.00","1,639.95","1,624.60","1,638.00","1,637.35","1,632.11","1,86,41,430","30,42,48,19,912.05","2,92,439","1,25,51,277","67.33"
"HDFCBANK","EQ","04-Sep-2024","1,637.35","1,639.00","1,644.80","1,632.00","1,641.05","1,641.80","1,639.54","1,23,41,372","20,23,42,15,559.05","2,94,496","62,68,023","50.79"
"HDFCBANK","EQ","05-Sep-2024","1,641.80","1,646.00","1,649.90","1,642.00","1,644.40","1,645.45","1,645.43","1,14,38,159","18,82,07,12,001.80","2,45,493","86,88,322","75.96"
"HDFCBANK","EQ","06-Sep-2024","1,645.45","1,638.30","1,647.75","1,634.10","1,638.15","1,636.95","1,639.77","1,30,14,801","21,34,13,04,566.10","2,96,891","85,62,105","65.79"
"HDFCBANK","EQ","09-Sep-2024","1,636.95","1,638.00","1,648.50","1,630.10","1,644.85","1,646.50","1,640.85","1,18,96,457","19,52,02,44,474.05","2,58,547","78,16,428","65.70"
"HDFCBANK","EQ","10-Sep-2024","1,646.50","1,654.00","1,654.00","1,638.00","1,650.80","1,650.35","1,648.20","1,33,03,323","21,92,65,34,318.85","3,06,124","69,78,769","52.46"
"HDFCBANK","EQ","11-Sep-2024","1,650.35","1,650.40","1,652.50","1,639.20","1,650.00","1,643.90","1,645.85","1,11,13,342","18,29,09,01,279.50","2,48,100","45,60,477","41.04"
"HDFCBANK","EQ","12-Sep-2024","1,643.90","1,654.00","1,670.00","1,647.05","1,661.45","1,666.60","1,659.83","1,62,12,023","26,90,91,82,591.25","2,66,121","92,74,830","57.21"
"HDFCBANK","EQ","13-Sep-2024","1,666.60","1,674.00","1,674.00","1,657.05","1,664.80","1,665.95","1,663.66","1,19,30,266","19,84,79,46,539.35","2,75,521","70,79,723","59.34"
"HDFCBANK","EQ","16-Sep-2024","1,665.95","1,667.00","1,677.80","1,664.05","1,670.00","1,670.95","1,670.83","75,86,410","12,67,56,30,406.45","2,14,575","52,58,278","69.31"
"HDFCBANK","EQ","17-Sep-2024","1,670.95","1,678.00","1,678.00","1,664.15","1,668.30","1,668.80","1,668.90","1,00,63,561","16,79,50,97,219.15","2,73,207","56,93,003","56.57"
"HDFCBANK","EQ","18-Sep-2024","1,668.80","1,671.85","1,698.90","1,671.10","1,692.95","1,694.80","1,691.30","2,04,58,671","34,60,16,83,780.25","4,47,311","1,22,37,216","59.81"
"HDFCBANK","EQ","19-Sep-2024","1,694.80","1,699.20","1,719.00","1,699.15","1,707.70","1,708.50","1,710.95","1,53,25,888","26,22,17,70,150.40","3,47,649","97,14,192","63.38"
