"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"ITC","EQ","29-Aug-2023","441.40","442.95","444.00","439.20","440.70","440.10","440.75","94,80,003","4,17,83,42,360.05","1,73,053","64,16,666","67.69"
"ITC","EQ","30-Aug-2023","440.10","441.00","444.00","440.50","443.10","442.80","442.53","73,64,924","3,25,91,76,403.10","1,29,298","51,84,732","70.40"
"ITC","EQ","31-Aug-2023","442.80","443.00","444.90","436.10","439.50","439.70","439.70","1,99,00,312","8,75,01,76,727.45","2,26,365","1,24,24,314","62.43"
"ITC","EQ","01-Sep-2023","439.70","440.00","445.00","438.30","440.00","441.05","442.04","1,14,38,624","5,05,63,07,086.15","2,09,049","74,79,635","65.39"
"ITC","EQ","04-Sep-2023","441.05","443.35","443.35","436.65","437.50","437.50","438.46","1,36,04,608","5,96,50,23,205.70","1,95,519","1,01,53,713","74.63"
"ITC","EQ","05-Sep-2023","437.50","438.90","444.50","438.50","444.15","443.10","441.31","83,78,915","3,69,76,63,243.35","1,25,789","54,04,379","64.50"
"ITC","EQ","06-Sep-2023","443.10","443.95","448.50","442.00","448.00","447.45","445.72","1,28,63,039","5,73,32,84,923.40","1,79,677","77,56,031","60.30"
"ITC","EQ","07-Sep-2023","447.45","448.80","449.00","444.60","446.00","445.90","446.01","80,90,369","3,60,83,94,716.25","1,19,372","40,20,666","49.70"
"ITC","EQ","08-Sep-2023","445.90","447.90","447.90","441.85","442.70","442.65","443.46","99,39,517","4,40,77,78,233.95","1,38,338","68,36,801","68.78"
"ITC","EQ","11-Sep-2023","442.65","446.00","448.10","442.65","447.95","447.20","445.08","93,20,577","4,14,84,10,205.85","1,65,092","65,35,339","70.12"
"ITC","EQ","12-Sep-2023","447.20","448.90","454.30","445.60","451.00","451.15","450.56","1,44,06,441","6,49,10,27,758.45","2,03,436","71,97,702","49.96"
"ITC","EQ","13-Sep-2023","451.15","452.20","457.00","451.10","453.30","453.50","453.91","1,18,13,170","5,36,21,35,445.70","1,69,384","62,40,534","52.83"
"ITC","EQ","14-Sep-2023","453.50","455.90","455.90","447.15","450.35","449.95","450.17","1,44,30,930","6,49,63,13,051.65","2,16,539","73,79,240","51.13"
"ITC","EQ","15-Sep-2023","449.95","448.05","452.10","447.00","447.90","448.35","449.10","1,50,77,136","6,77,11,63,336.05","1,58,789","1,05,23,981","69.80"
"ITC","EQ","18-Sep-2023","448.35","448.35","454.00","446.20","451.95","452.05","451.88","81,97,425","3,70,42,74,692.05","1,34,382","52,12,417","63.59"
"ITC","EQ","20-Sep-2023","452.05","451.70","455.10","449.55","452.85","452.95","453.08","99,59,649","4,51,24,76,237.45","1,49,782","66,34,040","66.61"
"ITC","EQ","21-Sep-2023","452.95","452.80","453.55","444.50","447.50","447.50","447.41","1,07,19,470","4,79,59,86,148.20","1,87,202","42,27,235","39.44"
"ITC","EQ","22-Sep-2023","447.50","447.50","448.40","442.25","442.50","443.10","444.33","75,06,309","3,33,52,88,560.30","1,95,313","34,45,505","45.90"
"ITC","EQ","25-Sep-2023","443.10","443.10","444.80","438.35","443.10","442.60","441.75","57,82,955","2,55,46,32,224.30","1,26,229","32,52,494","56.24"
"ITC","EQ","26-Sep-2023","442.60","443.60","444.50","439.70","442.80","442.45","442.01","53,27,833","2,35,49,54,516.75","1,14,357","32,74,616","61.46"
"ITC","EQ","27-Sep-2023","442.45","442.45","449.80","438.80","449.35","449.15","445.78","1,04,90,786","4,67,65,96,819.75","1,61,084","67,04,583","63.91"
"ITC","EQ","28-Sep-2023","449.15","449.95","449.95","439.60","441.15","440.75","442.49","1,02,16,736","4,52,08,50,400.35","1,55,680","48,26,188","47.24"
"ITC","EQ","29-Sep-2023","440.75","442.00","445.60","439.20","443.50","444.40","443.32","81,60,058","3,61,75,50,656.80","1,38,714","45,76,583","56.09"
"ITC","EQ","03-Oct-2023","444.40","441.00","442.90","439.25","439.65","439.75","440.62","74,81,883","3,29,66,73,214.60","1,86,900","50,76,017","67.84"
"ITC","EQ","04-Oct-2023","439.75","439.75","441.70","433.30","435.35","436.10","437.58","1,33,96,709","5,86,21,43,527.85","2,19,368","86,37,052","64.47"
"ITC","EQ","05-Oct-2023","436.10","440.00","440.50","435.05","436.60","436.05","437.31","1,00,30,257","4,38,63,55,806.90","1,94,053","51,14,990","51.00"
"ITC","EQ","06-Oct-2023","436.05","437.85","443.60","436.65","442.60","442.15","441.76","84,18,580","3,71,89,97,999.10","1,46,980","41,95,917","49.84"
"ITC","EQ","09-Oct-2023","442.15","440.95","443.20","437.25","439.65","440.45","440.61","56,11,154","2,47,23,16,260.35","1,31,925","31,37,698","55.92"
"ITC","EQ","10-Oct-2023","440.45","440.45","444.85","440.45","444.70","444.40","443.47","50,14,758","2,22,38,94,873.10","1,41,128","30,86,342","61.55"
"ITC","EQ","11-Oct-2023","444.40","447.20","449.45","444.80","447.50","448.25","447.45","76,51,513","3,42,36,93,653.20","1,19,123","52,44,282","68.54"
"ITC","EQ","12-Oct-2023","448.25","449.65","452.50","446.15","451.00","450.70","450.47","1,17,74,487","5,30,40,11,557.70","1,27,972","72,65,163","61.70"
"ITC","EQ","13-Oct-2023","450.70","449.85","451.80","447.00","448.00","448.35","449.73","76,32,483","3,43,25,58,181.35","1,35,556","40,18,918","52.66"
"ITC","EQ","16-Oct-2023","448.35","448.00","451.00","446.20","448.20","448.95","449.42","42,14,958","1,89,43,05,840.25","1,03,179","25,23,150","59.86"
"ITC","EQ","17-Oct-2023","448.95","449.80","454.50","449.00","453.50","453.45","452.96","69,36,218","3,14,18,20,069.90","1,19,724","45,85,851","66.11"
"ITC","EQ","18-Oct-2023","453.45","454.25","458.20","451.00","451.70","451.65","454.49","68,94,947","3,13,36,63,541.95","1,55,654","39,02,164","56.59"
"ITC","EQ","19-Oct-2023","451.65","449.75","454.90","446.85","450.05","450.40","450.60","94,65,463","4,26,51,43,431.25","2,28,007","42,04,802","44.42"
"ITC","EQ","20-Oct-2023","450.40","445.00","449.00","437.35","438.00","438.30","440.74","1,30,20,371","5,73,86,37,212.35","3,47,081","64,93,745","49.87"
"ITC","EQ","23-Oct-2023","438.30","438.00","439.95","433.10","434.60","435.90","436.65","72,75,471","3,17,68,39,602.20","1,70,442","40,23,477","55.30"
"ITC","EQ","25-Oct-2023","435.90","436.90","438.00","427.05","432.30","432.70","432.29","1,08,89,221","4,70,72,51,503.70","2,27,701","63,18,695","58.03"
"ITC","EQ","26-Oct-2023","432.70","429.55","436.60","429.55","432.65","434.35","433.54","1,88,01,214","8,15,10,61,459.60","2,40,264","1,15,27,415","61.31"
"ITC","EQ","27-Oct-2023","434.35","434.35","436.80","432.20","433.90","433.75","434.00","1,31,32,487","5,69,94,53,016.85","1,55,586","87,27,617","66.46"
"ITC","EQ","30-Oct-2023","433.75","434.55","437.15","428.35","431.50","430.45","430.92","76,18,033","3,28,27,78,364.60","1,38,620","50,19,200","65.89"
"ITC","EQ","31-Oct-2023","430.45","430.00","433.35","427.90","428.45","428.40","429.99","86,20,154","3,70,65,53,452.70","1,63,866","64,06,898","74.32"
"ITC","EQ","01-Nov-2023","428.40","430.00","431.10","425.50","430.35","428.10","428.30","79,90,245","3,42,22,42,128.95","1,63,579","54,19,970","67.83"
"ITC","EQ","02-Nov-2023","428.10","430.05","432.70","428.65","430.80","431.15","430.18","81,52,031","3,50,68,07,055.75","1,44,426","38,09,606","46.73"
"ITC","EQ","03-Nov-2023","431.15","432.80","434.40","431.10","432.10","433.25","432.68","1,38,02,600","5,97,20,97,160.75","1,10,620","1,08,23,030","78.41"
"ITC","EQ","06-Nov-2023","433.25","433.50","436.80","432.55","434.90","435.35","434.21","73,08,229","3,17,33,28,173.20","1,29,745","55,07,380","75.36"
"ITC","EQ","07-Nov-2023","435.35","434.90","434.90","432.15","432.95","432.70","433.04","51,24,012","2,21,88,95,493.75","1,27,198","38,95,479","76.02"
"ITC","EQ","08-Nov-2023","432.70","433.15","437.50","432.30","437.00","436.95","434.61","69,79,849","3,03,34,92,148.85","1,20,482","51,69,316","74.06"
"ITC","EQ","09-Nov-2023","436.95","437.80","438.00","433.90","434.45","434.40","435.48","77,85,767","3,39,05,81,111.50","1,17,539","40,82,632","52.44"
"ITC","EQ","10-Nov-2023","434.40","434.40","438.00","432.50","437.95","436.55","435.19","40,79,205","1,77,52,12,626.75","99,710","26,92,615","66.01"
"ITC","EQ","12-Nov-2023","436.55","438.85","439.20","438.00","438.75","438.45","438.66","11,81,310","51,81,93,286.15","54,111","7,43,198","62.91"
"ITC","EQ","13-Nov-2023","438.45","438.40","438.40","435.00","435.95","436.00","436.25","37,44,754","1,63,36,35,527.55","91,487","26,98,233","72.05"
"ITC","EQ","15-Nov-2023","436.00","438.10","442.50","437.50","442.00","441.95","440.16","74,36,428","3,27,32,39,271.95","97,387","54,69,465","73.55"
"ITC","EQ","16-Nov-2023","441.95","441.95","444.50","437.60","439.20","438.65","441.02","1,08,57,863","4,78,85,16,957.70","1,44,767","58,13,139","53.54"
"ITC","EQ","17-Nov-2023","438.65","439.25","441.50","438.30","438.85","439.25","439.47","66,55,278","2,92,48,21,117.80","1,24,069","44,15,539","66.35"
"ITC","EQ","20-Nov-2023","439.25","439.85","440.30","434.50","436.30","436.80","437.43","43,35,388","1,89,64,28,774.50","1,01,713","27,19,345","62.72"
"ITC","EQ","21-Nov-2023","436.80","437.15","439.30","435.50","436.20","436.25","437.01","59,97,810","2,62,11,13,885.40","1,15,882","44,70,531","74.54"
"ITC","EQ","22-Nov-2023","436.25","437.00","440.40","434.80","440.15","439.70","437.80","48,86,687","2,13,94,03,597.80","94,940","32,58,964","66.69"
"ITC","EQ","23-Nov-2023","439.70","440.95","442.25","438.25","440.90","440.35","440.31","63,66,606","2,80,32,91,959.25","98,441","34,32,359","53.91"
"ITC","EQ","24-Nov-2023","440.35","441.00","442.25","436.85","437.90","437.80","439.00","68,21,878","2,99,47,84,740.40","1,16,779","39,10,314","57.32"
"ITC","EQ","28-Nov-2023","437.80","438.00","439.00","434.90","435.90","435.25","436.05","87,45,691","3,81,35,52,286.95","1,77,548","65,56,300","74.97"
"ITC","EQ","29-Nov-2023","435.25","436.00","438.50","434.15","436.90","437.20","436.15","1,37,85,216","6,01,24,81,178.15","1,81,426","1,08,56,023","78.75"
"ITC","EQ","30-Nov-2023","437.20","436.70","438.45","434.50","436.75","435.80","436.00","1,51,27,505","6,59,55,68,134.95","2,05,331","95,65,526","63.23"
"ITC","EQ","01-Dec-2023","435.80","437.90","450.95","437.40","449.15","449.80","446.61","1,93,36,856","8,63,60,46,292.35","2,33,084","1,11,88,784","57.86"
"ITC","EQ","04-Dec-2023","449.80","455.00","456.40","451.00","453.10","454.05","453.73","1,28,00,220","5,80,78,60,907.55","2,18,205","76,09,242","59.45"
