"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"ICICIBANK","EQ","29-Jul-2024","1,207.20","1,215.15","1,242.75","1,204.15","1,210.55","1,212.70","1,223.16","2,84,58,261","34,80,91,14,390.95","4,65,385","88,96,090","31.26"
"ICICIBANK","EQ","30-Jul-2024","1,212.70","1,213.00","1,230.85","1,204.40","1,206.75","1,209.45","1,216.09","2,39,72,277","29,15,23,65,084.55","3,26,807","93,97,526","39.20"
"ICICIBANK","EQ","31-Jul-2024","1,209.45","1,219.00","1,224.65","1,211.00","1,216.10","1,214.90","1,216.75","2,22,97,629","27,13,06,02,886.60","2,78,794","1,18,48,714","53.14"
"ICICIBANK","EQ","01-Aug-2024","1,214.90","1,212.50","1,222.65","1,206.90","1,208.45","1,210.10","1,213.22","87,25,046","10,58,53,69,513.15","1,66,589","51,62,505","59.17"
"ICICIBANK","EQ","02-Aug-2024","1,210.10","1,197.00","1,201.65","1,190.10","1,197.30","1,196.55","1,196.16","1,07,35,395","12,84,12,71,847.10","2,67,701","66,15,453","61.62"
"ICICIBANK","EQ","05-Aug-2024","1,196.55","1,182.00","1,188.90","1,167.00","1,171.85","1,172.60","1,173.69","1,43,06,771","16,79,16,69,195.40","3,03,083","89,28,367","62.41"
"ICICIBANK","EQ","06-Aug-2024","1,172.60","1,175.00","1,187.70","1,161.50","1,167.70","1,166.85","1,169.06","1,35,75,619","15,87,07,78,423.20","2,69,178","61,42,127","45.24"
"ICICIBANK","EQ","07-Aug-2024","1,166.85","1,178.95","1,179.80","1,161.60","1,173.50","1,172.45","1,170.37","1,57,53,644","18,43,75,24,153.20","2,68,848","64,49,023","40.94"
"ICICIBANK","EQ","08-Aug-2024","1,172.45","1,166.95","1,174.40","1,158.90","1,164.70","1,164.60","1,166.37","1,08,06,438","12,60,42,62,739.90","2,40,108","57,92,396","53.60"
"ICICIBANK","EQ","09-Aug-2024","1,164.60","1,176.55","1,180.95","1,169.00","1,170.95","1,171.60","1,173.65","86,87,307","10,19,58,33,284.65","1,61,291","60,55,216","69.70"
"ICICIBANK","EQ","12-Aug-2024","1,171.60","1,171.00","1,178.25","1,156.00","1,172.50","1,172.80","1,170.54","1,08,60,455","12,71,26,20,911.40","2,06,013","56,48,835","52.01"
"ICICIBANK","EQ","13-Aug-2024","1,172.80","1,183.20","1,189.25","1,163.60","1,170.45","1,168.35","1,172.48","1,31,17,927","15,38,04,95,808.30","2,60,022","60,08,482","45.80"
"ICICIBANK","EQ","14-Aug-2024","1,168.35","1,167.00","1,170.05","1,153.00","1,161.20","1,161.65","1,159.56","1,34,31,801","15,57,50,00,780.50","2,32,399","71,07,910","52.92"
"ICICIBANK","EQ","16-Aug-2024","1,161.65","1,170.00","1,193.00","1,165.65","1,188.50","1,187.25","1,181.45","1,09,61,370","12,95,03,02,290.60","2,33,289","54,54,731","49.76"
"ICICIBANK","EQ","19-Aug-2024","1,187.25","1,191.00","1,195.75","1,173.30","1,177.70","1,175.90","1,181.33","66,86,394","7,89,88,45,446.25","1,23,110","30,30,789","45.33"
"ICICIBANK","EQ","20-Aug-2024","1,175.90","1,174.20","1,189.80","1,170.00","1,177.30","1,179.45","1,181.26","1,04,27,061","12,31,71,05,974.95","1,79,266","49,19,341","47.18"
"ICICIBANK","EQ","21-Aug-2024","1,179.45","1,177.00","1,178.65","1,165.10","1,175.65","1,174.85","1,172.27","1,72,34,142","20,20,31,11,541.65","2,32,318","82,63,320","47.95"
"ICICIBANK","EQ","22-Aug-2024","1,174.85","1,182.00","1,192.60","1,176.60","1,190.85","1,191.10","1,187.45","85,64,142","10,16,94,62,494.05","2,48,029","54,12,334","63.20"
"ICICIBANK","EQ","23-Aug-2024","1,191.10","1,193.00","1,205.00","1,188.55","1,204.60","1,203.50","1,199.93","75,18,309","9,02,14,22,625.60","1,73,481","47,57,508","63.28"
"ICICIBANK","EQ","26-Aug-2024","1,203.50","1,205.55","1,214.95","1,201.05","1,213.80","1,213.30","1,211.00","1,09,20,226","13,22,44,00,323.25","1,49,344","77,50,510","70.97"
"ICICIBANK","EQ","27-Aug-2024","1,213.30","1,213.30","1,232.50","1,208.90","1,221.40","1,226.35","1,222.91","1,62,95,325","19,92,77,90,422.65","1,96,362","91,62,721","56.23"
"ICICIBANK","EQ","28-Aug-2024","1,226.35","1,222.65","1,226.40","1,217.30","1,221.00","1,223.85","1,223.20","1,22,91,305","15,03,47,80,643.15","1,89,822","60,70,412","49.39"
"ICICIBANK","EQ","29-Aug-2024","1,223.85","1,218.95","1,235.00","1,217.00","1,222.75","1,221.90","1,225.43","1,08,06,748","13,24,28,85,244.55","2,34,393","59,98,619","55.51"
"ICICIBANK","EQ","30-Aug-2024","1,221.90","1,230.00","1,235.55","1,218.90","1,232.00","1,229.20","1,228.19","2,12,11,148","26,05,13,02,724.15","2,80,420","1,30,86,144","61.69"
"ICICIBANK","EQ","02-Sep-2024","1,229.20","1,239.00","1,239.20","1,222.50","1,229.05","1,229.95","1,229.70","1,25,16,759","15,39,18,98,359.80","3,03,615","81,25,381","64.92"
