Symbol,Series,Date,Prev_Close,Open,High,Low,Last,Close,Average,Volume,Turnover,Trades,Deliverable_Qty,Deliverable_Pct,Ticker,SMA_20,SMA_50,EMA_12,EMA_26,RSI,MACD,MACD_Signal,MACD_Histogram,Bollinger_High,Bollinger_Low,Bollinger_Middle,Williams_%R,ATR,Target_1,Target_5,Target_21,Target_63,Target_126,Target_252
HDFCBANK,EQ,2023-12-05,1609.4,1636.5,1639.0,1616.5,1622.0,1623.7,1626.07,26115410,"42,46,55,36,275.85","3,97,106","1,51,52,680",58.02,HDFCBANK,1524.34,1517.803,1555.078815325637,1533.8548304017895,78.55189260446653,21.22398492384741,8.322515326149924,12.901469597697487,1600.51217077122,1448.1678292287797,1524.34,-10.199999999999969,22.18891864488923,1,1,1,0,0,1
HDFCBANK,EQ,2023-12-06,1623.7,1638.45,1638.45,1616.65,1626.3,1627.8,1627.41,19306530,"31,41,95,73,681.05","3,40,998","1,12,06,777",58.05,HDFCBANK,1531.3675,1519.7659999999998,1566.2666898909235,1540.813731853509,79.09347089399877,25.452958037414646,11.748603868402869,13.704354169011777,1617.7984971885087,1444.9365028114914,1531.3675,-7.466666666666697,22.161138741682855,1,1,1,0,0,1
HDFCBANK,EQ,2023-12-07,1627.8,1625.0,1634.0,1616.2,1630.5,1630.45,1628.48,10225193,"16,65,15,13,307.40","2,19,921","69,93,493",68.39,HDFCBANK,1538.3125,1521.755,1576.1410452923199,1547.4534554199156,79.45457636789152,28.68758987240426,15.136401069203147,13.551188803201113,1632.778191523431,1443.846808476569,1538.3125,-5.69999999999997,21.849628831562647,1,1,1,0,0,1
HDFCBANK,EQ,2023-12-08,1630.45,1630.45,1655.0,1630.45,1653.0,1653.2,1648.92,16864019,"27,80,74,18,190.95","3,72,167","1,25,03,238",74.14,HDFCBANK,1546.69,1524.066,1587.9962690935015,1555.2865327962181,82.28366317463394,32.70973629728337,18.651068114819193,14.058668182464178,1650.2670080664627,1443.1129919335374,1546.69,-1.1730205278592076,22.042512486451024,0,1,0,0,0,1
HDFCBANK,EQ,2023-12-11,1653.2,1650.05,1663.7,1647.0,1650.0,1651.0,1653.0,11593810,"19,16,46,09,234.90","3,76,768","80,95,762",69.83,HDFCBANK,1554.665,1526.549,1597.6891507714242,1562.3764192557576,81.12037560103833,35.312731515666655,21.983400794988686,13.32933072067797,1664.3952241864115,1444.9347758135884,1554.665,-7.93006556353421,21.66090445170453,0,1,1,0,0,1
HDFCBANK,EQ,2023-12-12,1651.0,1654.2,1656.25,1631.85,1634.45,1634.6,1645.41,18290738,"30,09,58,21,186.80","3,86,854","1,25,47,290",68.6,HDFCBANK,1561.395,1528.7669999999998,1603.3677429604359,1567.7263141257015,72.85198967389442,35.64142883473437,24.715006402937824,10.926422431796546,1673.3763328193595,1449.4136671806405,1561.395,-18.170465188885494,21.85655413372564,0,1,1,0,0,1
HDFCBANK,EQ,2023-12-13,1634.6,1632.45,1636.0,1615.1,1633.8,1630.9,1628.14,14673457,"23,89,04,10,498.90","3,52,315","79,26,681",54.02,HDFCBANK,1568.5,1530.859,1607.6034748126765,1572.4058464126865,71.09143060999264,35.19762839998998,26.81153080234826,8.386097597641722,1679.18006595589,1457.81993404411,1568.5,-21.134020618556665,21.78822883845953,1,1,1,0,0,1
HDFCBANK,EQ,2023-12-14,1630.9,1646.0,1658.95,1645.0,1650.45,1650.15,1651.03,17586183,"29,03,53,47,300.80","3,45,239","1,24,01,147",70.52,HDFCBANK,1575.7875,1533.701,1614.1490940722647,1578.1646726043393,74.5388973373376,35.98442146792536,28.64610893546368,7.3383125324616785,1687.8108407598622,1463.7641592401376,1575.7875,-9.419534237052444,22.23549820714099,1,1,1,0,1,1
HDFCBANK,EQ,2023-12-15,1650.15,1650.0,1668.0,1646.6,1656.05,1656.55,1655.35,69418565,"1,14,91,20,65,107.80","4,20,832","4,95,73,293",71.41,HDFCBANK,1583.1975,1536.241,1620.6723103688394,1583.970993152166,75.5815174044105,36.70131721667326,30.2571505917056,6.444166624967661,1696.0006447921567,1470.3943552078433,1583.1975,-8.052039381153335,22.17581976377378,0,1,1,0,1,1
HDFCBANK,EQ,2023-12-18,1656.55,1660.7,1664.7,1650.95,1652.5,1655.7,1657.78,9007377,"14,93,22,77,614.85","2,58,215","57,29,288",63.61,HDFCBANK,1590.7275,1538.64,1626.0611856967103,1589.2842529186723,75.14141687960736,36.77693277803792,31.561107028972064,5.2158257490658535,1701.7645410043435,1479.6904589956564,1590.7275,-9.111111111111077,21.573975494932796,0,1,0,0,1,1
HDFCBANK,EQ,2023-12-19,1655.7,1650.0,1658.65,1644.05,1650.5,1652.9,1651.23,12004223,"19,82,17,02,426.65","2,57,002","68,61,842",57.16,HDFCBANK,1598.1125,1541.017,1630.1902340510626,1593.9965304802522,73.62066004999713,36.193703570810385,32.48762633733973,3.7060772334706584,1704.9823501683254,1491.2426498316745,1598.1125,-11.99841080651563,21.075834388151893,1,1,0,0,1,1
HDFCBANK,EQ,2023-12-20,1652.9,1658.0,1668.95,1644.45,1644.75,1657.0,1662.23,17116260,"28,45,12,45,154.05","4,15,287","1,14,01,194",66.61,HDFCBANK,1605.065,1543.832,1634.3148134278222,1598.6634541483816,74.43651137941515,35.65135927944061,33.1203729257599,2.53098635368071,1708.1967511729551,1501.933248827045,1605.065,-10.226786478391126,21.320417646141042,1,1,0,0,1,1
HDFCBANK,EQ,2023-12-21,1657.0,1657.0,1689.75,1650.25,1685.0,1686.7,1672.87,18294620,"30,60,44,91,502.45","3,85,913","1,05,06,095",57.43,HDFCBANK,1613.7725,1547.069,1642.3740729004649,1605.18467976702,79.40538595391567,37.18939313344481,33.934176967296885,3.2552161661479246,1713.5418614041923,1514.0031385958077,1613.7725,-2.6270456503014272,22.618959242845253,0,1,0,0,1,1
HDFCBANK,EQ,2023-12-22,1686.7,1683.6,1685.9,1667.1,1668.7,1670.85,1675.74,24289425,"40,70,27,11,527.50","4,50,284","1,71,51,697",70.61,HDFCBANK,1621.25,1549.694,1646.7549847619318,1610.0487775620556,71.42629299675087,36.70620719987619,34.48858301381275,2.217624186063439,1714.3714744299098,1528.1285255700902,1621.25,-25.31815137307444,22.403319296927744,1,1,0,0,1,1
HDFCBANK,EQ,2023-12-26,1670.85,1673.25,1685.95,1668.55,1684.1,1682.45,1678.46,9022928,"15,14,45,82,177.45","2,43,596","50,04,732",55.47,HDFCBANK,1628.7675,1552.346,1652.2465255677885,1615.4118310759775,73.52321473930485,36.83469449181098,34.9578053094124,1.8768891823985783,1715.9747317815463,1541.5602682184535,1628.7675,-9.778968519758802,22.045939347147197,1,1,0,0,1,1
HDFCBANK,EQ,2023-12-27,1682.45,1681.5,1706.5,1678.6,1702.1,1703.3,1695.87,13504539,"22,90,18,80,536.75","3,21,373","91,79,567",67.97,HDFCBANK,1637.5,1555.697,1660.100906249667,1621.9220658110903,76.81648698908495,38.1788404385768,35.602012335245284,2.576828103331515,1717.5399337830834,1557.4600662169166,1637.5,-3.501094091903766,22.46408653663669,1,0,0,0,1,1
HDFCBANK,EQ,2023-12-28,1703.3,1709.3,1721.4,1702.0,1708.85,1705.25,1711.26,22038235,"37,71,30,47,859.00","4,23,062","1,50,56,267",68.32,HDFCBANK,1644.8049999999998,1559.21,1667.0469206727953,1628.0945053806392,77.1033323935399,38.95241529215605,36.27209292662744,2.6803223655286104,1721.5070658131212,1568.1029341868784,1644.8049999999998,-15.192850423330258,22.245223212591217,1,0,0,0,1,1
HDFCBANK,EQ,2023-12-29,1705.25,1697.0,1714.9,1696.0,1708.65,1709.25,1707.51,12505713,"21,35,36,50,105.25","2,64,143","91,95,603",73.53,HDFCBANK,1652.3275,1562.5709999999997,1673.53970210775,1634.1060235005918,77.71250446406793,39.43367860715807,36.90441006273357,2.5292685444245038,1723.095532860893,1581.5594671391073,1652.3275,-11.429915333960555,22.006278697406138,0,0,0,0,1,1
HDFCBANK,EQ,2024-01-01,1709.25,1706.0,1709.15,1692.0,1692.9,1698.1,1701.52,7119843,"12,11,45,68,489.30","2,58,349","44,16,670",62.03,HDFCBANK,1659.4625,1566.138,1677.3182094757883,1638.8463180561037,71.96488631967819,38.47189141968465,37.21790633412379,1.2539850855608634,1717.2943067762062,1601.630693223794,1659.4625,-21.919096895578686,21.666544504734272,1,0,0,0,1,1
HDFCBANK,EQ,2024-01-02,1698.1,1698.8,1702.8,1688.7,1697.5,1699.1,1697.43,14621046,"24,81,81,49,211.10","3,34,886","86,90,628",59.44,HDFCBANK,1663.9474999999998,1569.8210000000001,1680.6692541718207,1643.3095537556515,72.16373275737537,37.35970041616929,37.24626515053289,0.11343526563639728,1719.4185057147013,1608.4764942852983,1663.9474999999998,-20.97836312323626,21.126077040110392,0,0,0,0,0,1
HDFCBANK,EQ,2024-01-03,1699.1,1702.0,1704.7,1668.95,1674.6,1672.9,1681.27,14194881,"23,86,54,12,912.55","4,26,015","86,13,392",60.68,HDFCBANK,1666.4075,1572.8229999999999,1679.473984299233,1645.5014386626403,60.13017755573162,33.97254563659271,36.59152124774486,-2.6189756111521447,1718.799133635538,1614.015866364462,1666.4075,-62.70200387847436,22.170642965816793,1,0,0,0,0,1
HDFCBANK,EQ,2024-01-04,1672.9,1678.0,1694.95,1670.7,1690.85,1690.85,1681.98,13367028,"22,48,31,29,792.50","3,35,934","94,57,028",70.75,HDFCBANK,1669.56,1576.5190000000002,1681.2241405608895,1648.8605913542965,64.49809541300216,32.36354920659301,35.74592683951449,-3.3823776329214823,1719.824396942572,1619.2956030574278,1669.56,-39.495798319327896,22.31916846825845,0,0,0,0,0,1
HDFCBANK,EQ,2024-01-05,1690.85,1687.15,1704.9,1668.1,1679.0,1682.2,1679.44,15944735,"26,77,82,51,761.45","4,26,162","96,17,611",60.32,HDFCBANK,1672.1475000000003,1580.2330000000002,1681.3742727822912,1651.3301771799042,61.028346093475804,30.04409560238696,34.605560592088985,-4.561464989702024,1719.325508383149,1624.9694916168514,1672.1475000000003,-50.67873303167418,23.353513577668572,0,0,0,0,0,1
HDFCBANK,EQ,2024-01-08,1682.2,1678.5,1682.35,1660.0,1662.9,1663.45,1671.84,8999235,"15,04,53,04,192.30","3,68,430","56,43,830",62.71,HDFCBANK,1672.6600000000003,1584.234,1678.6166923542464,1652.2279418332446,54.21945755047066,26.38875052100184,32.96219857787156,-6.573448056869722,1719.2222336234045,1626.0977663765962,1672.6600000000003,-74.91919844861015,23.281834036406526,0,1,0,0,0,1
HDFCBANK,EQ,2024-01-09,1663.45,1667.15,1677.8,1646.75,1650.95,1650.5,1660.84,12663444,"21,03,19,58,360.50","2,69,602","65,28,474",51.55,HDFCBANK,1672.6350000000002,1587.861,1674.2910473766701,1652.099946141893,50.064843660801884,22.19110123477708,30.807979109252667,-8.616877874475588,1719.244238354649,1626.0257616453514,1672.6350000000002,-92.13775178687466,23.836703033806057,1,1,0,0,0,1
HDFCBANK,EQ,2024-01-10,1650.5,1643.0,1659.95,1641.4,1656.0,1655.95,1653.21,8057912,"13,32,14,22,833.20","1,73,498","53,76,758",66.73,HDFCBANK,1673.7024999999999,1591.2779999999998,1671.4693477802593,1652.3851353165676,51.74081616902797,19.084212463691756,28.463225780140487,-9.37901331644873,1717.6821370494397,1629.72286295056,1673.7024999999999,-81.81250000000006,23.459081388534194,0,0,0,0,0,1
HDFCBANK,EQ,2024-01-11,1655.95,1660.0,1662.9,1643.0,1649.3,1649.0,1653.3,9157005,"15,13,92,71,150.70","2,30,772","67,16,094",73.34,HDFCBANK,1674.6075,1594.7279999999998,1668.0125250448348,1652.1343845523775,49.461017436185074,15.878140492457305,25.946208722603853,-10.068068230146547,1715.6753009516028,1633.5396990483973,1674.6075,-90.50000000000011,23.204861289353186,0,0,0,0,0,1
HDFCBANK,EQ,2024-01-12,1649.0,1652.0,1656.0,1633.6,1643.95,1641.2,1645.1,9886776,"16,26,47,60,030.85","2,78,690","59,97,002",60.66,HDFCBANK,1674.1599999999999,1598.062,1663.8875211917832,1651.3244301410903,46.96016903619336,12.563091050692947,23.269585188221672,-10.706494137528725,1716.4606099246862,1631.8593900753135,1674.1599999999999,-91.34396355353061,23.147371197256536,1,0,0,0,0,1
HDFCBANK,EQ,2024-01-15,1641.2,1647.7,1680.9,1643.6,1679.7,1672.8,1666.61,14160178,"23,59,95,25,731.75","4,14,759","97,81,433",69.08,HDFCBANK,1674.9724999999999,1601.983,1665.2586717776628,1652.915213093602,56.54602670914722,12.343458684060806,21.0843598873895,-8.740901203328693,1716.506202880919,1633.4387971190806,1674.9724999999999,-55.353075170842864,24.32970182602393,1,0,0,0,0,1
HDFCBANK,EQ,2024-01-16,1672.8,1673.0,1683.65,1658.1,1678.0,1679.15,1672.44,12661250,"21,17,51,43,184.95","3,47,404","70,75,982",55.89,HDFCBANK,1676.145,1605.891,1667.395799196484,1654.8585306422242,58.1815912065792,12.537268554259754,19.37494162076355,-6.837673066503797,1716.7498506954585,1635.5401493045415,1676.145,-48.12072892938487,24.416865981307946,0,0,0,0,0,1
HDFCBANK,EQ,2024-01-17,1679.15,1570.0,1596.8,1528.4,1542.15,1537.5,1565.65,85072618,"1,33,19,36,18,859.55","20,98,772","5,33,80,592",62.75,HDFCBANK,1670.375,1606.751,1647.4118300893326,1646.1653061502077,30.554308290650823,1.246523939124927,15.749258084435827,-14.5027341453109,1742.8457078756683,1597.9042921243317,1670.375,-95.12064343163543,33.44066126835738,0,0,0,0,1,1
HDFCBANK,EQ,2024-01-18,1537.5,1494.0,1515.0,1480.05,1490.0,1486.15,1495.03,80535465,"1,20,40,26,78,844.55","15,82,497","5,59,33,202",69.45,HDFCBANK,1661.8325,1606.729,1622.602317767897,1634.3123205094516,25.7759768923398,-11.710002741554717,10.25740591923772,-21.967408660792437,1770.0549481103637,1553.6100518896362,1661.8325,-97.33740724574416,35.15561403490329,0,0,0,1,1,1
HDFCBANK,EQ,2024-01-19,1486.15,1505.95,1510.25,1468.4,1474.9,1470.65,1483.88,54800269,"81,31,68,62,185.55","12,75,220","4,09,88,837",74.8,HDFCBANK,1651.03,1606.3109999999997,1599.2250381112974,1622.1891856568998,24.528996771590442,-22.964147545602373,3.613095226269701,-26.577242771872072,1786.793741109327,1515.266258890673,1651.03,-99.04862579281183,35.633784460981616,1,0,0,1,1,1
HDFCBANK,EQ,2024-01-20,1470.65,1483.2,1495.7,1476.0,1480.65,1478.85,1483.92,12920293,"19,17,26,37,247.30","4,03,196","47,71,146",36.93,HDFCBANK,1641.4299999999998,1606.175,1580.7058014787901,1611.5714682008331,26.55333607888086,-30.865666722042988,-3.2826571633928365,-27.58300955865015,1796.070801213652,1486.7891987863477,1641.4299999999998,-95.58139534883729,34.87779985662578,0,0,0,1,1,1
HDFCBANK,EQ,2024-01-23,1478.85,1465.0,1474.7,1425.0,1430.95,1427.35,1442.66,57734701,"83,29,15,08,720.05","14,15,782","3,79,49,562",65.73,HDFCBANK,1628.675,1604.892,1557.1126012512839,1597.92543351929,22.475811194023763,-40.812832268006105,-10.78869218431549,-30.024140083690614,1807.8189044455607,1449.5310955544392,1628.675,-99.16041443372636,36.23295700972393,1,1,0,1,1,1
HDFCBANK,EQ,2024-01-24,1427.35,1380.25,1458.45,1380.25,1456.3,1455.9,1435.74,43002202,"61,74,01,25,439.00","8,17,417","2,74,74,718",63.89,HDFCBANK,1616.3049999999998,1604.01,1541.5414318280095,1587.4050310363796,28.98615773010995,-45.86359920837003,-17.8036735891264,-28.059925619243632,1806.927487917874,1425.6825120821256,1616.3049999999998,-76.6979824426305,39.23060293760079,0,1,0,1,1,1
HDFCBANK,EQ,2024-01-25,1455.9,1452.5,1457.35,1419.4,1440.7,1434.9,1434.16,49470926,"70,94,91,59,079.50","7,87,699","3,15,35,782",63.75,HDFCBANK,1602.7875,1602.9319999999998,1525.1350577006235,1576.1083620707218,27.17821109045417,-50.973304370098276,-24.437599745320778,-26.535704624777498,1804.2952017758876,1401.2797982241123,1602.7875,-81.98747528015818,39.13913129920072,1,1,0,1,1,1
HDFCBANK,EQ,2024-01-29,1434.9,1448.05,1462.8,1445.8,1456.8,1454.65,1454.14,32822749,"47,72,87,90,185.85","6,94,082","2,37,04,142",72.22,HDFCBANK,1590.0575,1601.9370000000001,1514.2912026697584,1567.1114463617794,31.50519311899285,-52.820243692020995,-30.114128534660825,-22.70611515736017,1795.189733632357,1384.9252663676427,1590.0575,-75.47791694133156,38.33633620640065,0,0,0,1,1,1
HDFCBANK,EQ,2024-01-30,1454.65,1454.55,1463.2,1440.9,1444.7,1444.3,1447.91,20864384,"30,20,98,49,168.35","4,51,375","1,12,58,264",53.96,HDFCBANK,1577.3675,1600.656,1503.5233253359495,1558.0143021868328,30.482985347252892,-54.49097685088327,-34.98949819790531,-19.50147865297796,1785.5729328661957,1369.1620671338044,1577.3675,-78.88925510876733,37.19088362022917,1,0,0,1,1,1
HDFCBANK,EQ,2024-01-31,1444.3,1439.5,1474.95,1436.8,1462.65,1462.55,1462.25,32880520,"48,07,95,51,289.50","5,48,526","1,98,99,886",60.52,HDFCBANK,1565.5400000000002,1599.805,1497.2197368227264,1550.9428723952155,34.51748415551836,-53.72313557248913,-38.73622567282208,-14.986909899667047,1771.6050251740937,1359.4749748259067,1565.5400000000002,-72.87409360580095,37.25939193306995,1,0,0,1,1,1
HDFCBANK,EQ,2024-02-01,1462.55,1465.05,1473.6,1456.05,1466.5,1466.35,1465.35,16345370,"23,95,17,31,259.20","3,95,148","1,04,41,607",63.88,HDFCBANK,1555.2125,1599.0279999999998,1492.470546542307,1544.6767336992737,35.358712480460966,-52.206187156966735,-41.43021796965101,-10.775969187315724,1759.415004575727,1351.0099954242733,1555.2125,-71.62162162162166,35.85157822356495,0,0,0,1,1,1
HDFCBANK,EQ,2024-02-02,1466.35,1475.0,1480.85,1442.05,1445.9,1446.15,1461.81,22433877,"32,79,41,41,061.40","5,47,098","1,18,94,099",53.02,HDFCBANK,1542.9775000000002,1597.5919999999999,1485.3443086127213,1537.378457128957,32.93646780825094,-52.034148516235746,-43.55100407896796,-8.483144437267782,1742.4751227301965,1343.4798772698039,1542.9775000000002,-78.27949901120631,36.06217977902459,0,0,0,1,1,1
HDFCBANK,EQ,2024-02-05,1446.15,1446.0,1451.9,1434.05,1443.05,1444.85,1442.08,19302523,"27,83,57,69,812.35","4,87,034","95,05,231",49.24,HDFCBANK,1531.1100000000001,1596.2379999999998,1479.114414979995,1530.524497341627,32.780828904206516,-51.41008236163202,-45.12281973550078,-6.287262626131245,1724.203686069741,1338.0163139302592,1531.1100000000001,-78.70797626895191,34.761309794808554,0,0,0,1,1,1
HDFCBANK,EQ,2024-02-06,1444.85,1445.55,1449.7,1432.6,1443.55,1444.1,1442.11,20537870,"29,61,79,40,997.40","4,10,774","1,23,54,485",60.15,HDFCBANK,1520.1425,1594.6940000000002,1473.7275819061497,1524.1226827237288,32.68486885043497,-50.39510081757908,-46.17727595191644,-4.217824865662635,1706.7313535658,1333.5536464342,1520.1425,-70.51489263449552,33.49978766660795,0,0,0,0,1,1
HDFCBANK,EQ,2024-02-07,1444.1,1453.0,1453.8,1426.65,1430.0,1429.95,1435.86,27418543,"39,36,90,92,511.05","5,23,984","1,76,64,287",64.42,HDFCBANK,1509.115,1592.651,1466.9925693052037,1517.146928447897,30.849997799312447,-50.15435914269324,-46.9726925900718,-3.1816665526214365,1689.5514128993912,1328.6785871006089,1509.115,-63.11688311688309,33.04623140470737,0,0,1,1,1,1
HDFCBANK,EQ,2024-02-08,1429.95,1429.85,1438.95,1400.5,1407.25,1403.05,1415.51,34553062,"48,91,02,44,009.15","7,97,559","2,23,15,085",64.58,HDFCBANK,1496.47,1590.1390000000001,1457.155250950557,1508.695304118423,27.669857711014643,-51.54005316786606,-47.886164705630655,-3.6538884622354075,1669.257639604225,1323.682360395775,1496.47,-82.4615384615385,33.43221487579971,1,1,1,1,1,1
